filename,distance
WS-numArg10-pbCycle0.5-beta0-baseDegree2-3.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree6-1.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree6-1.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree2-3.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree6-2.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree8-2.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree8-2.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree2-0.apx,0
WS-numArg10-pbCycle0.5-beta1-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree8-3.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree6-2.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree2-2.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree8-3.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree6-1.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree2-4.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree2-2.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree2-4.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree2-2.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree8-2.apx,0
WS-numArg10-pbCycle0.5-beta1-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree2-3.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree8-2.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree8-2.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree6-1.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree6-2.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree2-4.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree8-2.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree2-0.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree2-0.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree2-0.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree2-0.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.5-beta1-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree2-4.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree2-4.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree6-3.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree2-4.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.5-beta1-baseDegree2-2.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree6-1.apx,0
WS-numArg10-pbCycle0.5-beta1-baseDegree2-4.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree2-2.apx,0
WS-numArg10-pbCycle0.5-beta1-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree2-2.apx,0
WS-numArg10-pbCycle0.5-beta0.25-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.25-beta0.25-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.5-beta1-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree6-1.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree2-1.apx,4
WS-numArg10-pbCycle0.25-beta0.75-baseDegree8-1.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree6-1.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree2-3.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree2-0.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree2-3.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree6-3.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree2-3.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree6-0.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree2-0.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree2-4.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree6-3.apx,0
WS-numArg10-pbCycle0.25-beta0.75-baseDegree8-3.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree6-3.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree6-3.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.5-beta1-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree6-2.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree2-0.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree2-2.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree4-1.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree2-3.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree4-2.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree4-0.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree6-4.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree8-2.apx,0
WS-numArg10-pbCycle0.25-beta0.5-baseDegree8-0.apx,0
WS-numArg10-pbCycle0.75-beta0.25-baseDegree6-3.apx,0
WS-numArg10-pbCycle0.75-beta1-baseDegree4-4.apx,0
WS-numArg10-pbCycle0.5-beta0.5-baseDegree6-2.apx,0
WS-numArg10-pbCycle0.75-beta0.5-baseDegree8-3.apx,0
WS-numArg10-pbCycle0.75-beta0-baseDegree2-1.apx,0
WS-numArg10-pbCycle0.5-beta0.75-baseDegree8-3.apx,0
WS-numArg10-pbCycle0.75-beta0.75-baseDegree8-4.apx,0
WS-numArg10-pbCycle0.25-beta0-baseDegree6-2.apx,0
WS-numArg10-pbCycle0.25-beta1-baseDegree4-3.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree6-2.apx,0
WS-numArg10-pbCycle0.5-beta0-baseDegree6-1.apx,0
